context_library_name,context_library_version,go_version,id,loaded_at,master_id,master_version,original_timestamp,received_at,sent_at,timestamp,user_id,uuid_ts,resource_manager_type
analytics-go,3.0.0,go1.15.8,c1fb617b-2d3d-4d1c-9e07-017251a77cd4,2021-02-08 19:46:07.363413 UTC,c2e56feb-8709-468e-b635-0587bd11d320,0.14.0,2021-02-08 17:02:22.973223 UTC,2021-02-08 17:02:28.536 UTC,2021-02-08 17:02:27 UTC,2021-02-08 17:02:23.536 UTC,d081b483-b870-46d9-bb41-94a1e23bc5bf,2021-02-08 19:46:07.363413 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,d9c3f92c-46da-4641-aae2-af2b0d2efb7e,2021-02-10 07:46:08.872954 UTC,d6aee684-1cb6-4876-824c-94efef66d006,0.14.0.dev0,2021-02-10 04:23:57.718579 UTC,2021-02-10 04:24:03.556 UTC,2021-02-10 04:24:02 UTC,2021-02-10 04:23:58.556 UTC,8854385c-366c-4870-82ef-8f5afddee754,2021-02-10 07:46:08.872954 UTC,agentsRM
analytics-go,3.0.0,go1.15.7,712cf04b-04ff-4c70-aa91-2276f7767987,2021-02-09 07:46:08.676116 UTC,134d39ca-bfbc-4c30-ba97-775227b1bfae,0.13.13,2021-02-08 22:48:22.549266 UTC,2021-02-08 22:48:27.663 UTC,2021-02-08 22:48:27 UTC,2021-02-08 22:48:22.663 UTC,5ae7b9cf-54ee-45ea-9104-ea38d1f1d2ef,2021-02-09 07:46:08.676116 UTC,kubernetesRM
analytics-go,3.0.0,go1.13.15,9acf5f93-359c-4d30-a9fb-f430e487b12a,2021-02-10 19:46:07.875708 UTC,0056b8e5-1673-411a-b09a-235df64d0987,0.13.10,2021-02-10 15:50:54.738993 UTC,2021-02-10 15:51:05.513 UTC,2021-02-10 15:51:00 UTC,2021-02-10 15:51:00.512 UTC,f474f2f6-4718-4b71-8ea2-76b78f4b2cec,2021-02-10 19:46:07.875708 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,8c9378b8-2113-42e5-808f-83fd1e5896d2,2021-02-10 07:46:08.872954 UTC,e0ee1e04-690f-4d8e-9418-086e551696ea,0.14.0,2021-02-09 21:13:39.413340 UTC,2021-02-09 21:13:44.712 UTC,2021-02-09 21:13:44 UTC,2021-02-09 21:13:39.710 UTC,2a7cbf34-0ab8-4194-948d-078960d1ee52,2021-02-10 07:46:08.872954 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,930df507-5573-4b55-b3b1-9e6fec538b53,2021-02-09 07:46:08.676116 UTC,aae00324-09c1-4d5d-84ea-799014c28df0,0.14.0,2021-02-08 20:15:52.555570 UTC,2021-02-08 20:15:57.903 UTC,2021-02-08 20:15:57 UTC,2021-02-08 20:15:52.902 UTC,d081b483-b870-46d9-bb41-94a1e23bc5bf,2021-02-09 07:46:08.676116 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,972fe0bf-6a91-4fbd-a945-54000d88a395,2021-02-12 07:46:06.668170 UTC,4e1cb428-5053-4ed9-8191-f974c347c7f2,0.14.1,2021-02-11 22:09:42.761154 UTC,2021-02-11 22:09:48.694 UTC,2021-02-11 22:09:47 UTC,2021-02-11 22:09:43.694 UTC,5dd42d6f-1661-461e-a77e-43c751a7ed9e,2021-02-12 07:46:06.668170 UTC,agentsRM
analytics-go,3.0.0,go1.15.6,e5eb275d-a406-4e48-8088-f818eb423af8,2021-02-14 19:46:08.378911 UTC,a48766e4-a701-49b8-a5e8-f63b5b4dd6fd,0.13.12,2021-02-14 10:27:25.578046 UTC,2021-02-14 10:27:31.708 UTC,2021-02-14 10:27:30 UTC,2021-02-14 10:27:26.707 UTC,7462828c-3c0a-4ca5-a7e3-58d6f8f1dd7b,2021-02-14 19:46:08.378911 UTC,agentsRM
analytics-go,3.0.0,go1.13.15,600bc9ea-13cc-4d8d-b3db-60b48b0c57a2,2021-02-08 19:46:07.363413 UTC,ffc7d8ce-9bfd-4ff8-8514-60fc6112cc9e,0.13.9,2021-02-08 09:34:00.867587 UTC,2021-02-08 09:34:06.646 UTC,2021-02-08 09:34:05 UTC,2021-02-08 09:34:01.645 UTC,f0e053e1-1fbf-490e-8856-918142b6effc,2021-02-08 19:46:07.363413 UTC,agentsRM
analytics-go,3.0.0,go1.15.7,54d8646a-65a1-4369-8191-1fe4a5f95bd0,2021-02-09 07:46:08.676116 UTC,41fd5b71-112c-42f5-b5e5-b4d6c5ba13f8,0.13.13,2021-02-08 22:27:50.999820 UTC,2021-02-08 22:27:56.122 UTC,2021-02-08 22:27:55 UTC,2021-02-08 22:27:51.121 UTC,3df6255d-2572-429b-a348-49da4c47e370,2021-02-09 07:46:08.676116 UTC,kubernetesRM
analytics-go,3.0.0,go1.13.14,99c74a3f-ec23-4d0b-bc16-70faea5bcfee,2021-02-09 19:46:09.007321 UTC,f1a49a9b-9417-4cd1-a3f8-3476a93bc6fd,0.12.12,2021-02-09 14:28:52.018435 UTC,2021-02-09 14:28:57.916 UTC,2021-02-09 14:28:57 UTC,2021-02-09 14:28:52.915 UTC,402ec858-2190-4c3b-8794-6be9e897c143,2021-02-09 19:46:09.007321 UTC,
analytics-go,3.0.0,go1.15.8,21e21a11-a911-48db-b656-27d3f954da13,2021-02-14 19:46:08.378911 UTC,16382050-3c1d-4db0-8e41-261d0c5086aa,0.14.1,2021-02-14 08:24:11.494111 UTC,2021-02-14 08:24:16.896 UTC,2021-02-14 08:24:16 UTC,2021-02-14 08:24:11.896 UTC,4490c67f-12f1-4f3a-b1a9-680e0df5aeda,2021-02-14 19:46:08.378911 UTC,kubernetesRM
analytics-go,3.0.0,go1.15.8,39426559-4cd1-4301-8d5d-8961fa9bf0fb,2021-02-09 19:46:09.007321 UTC,8f4791e4-966e-4ce7-8866-0162ba0749fa,0.14.0,2021-02-09 14:51:02.052959 UTC,2021-02-09 14:51:07.367 UTC,2021-02-09 14:51:07 UTC,2021-02-09 14:51:02.365 UTC,2a7cbf34-0ab8-4194-948d-078960d1ee52,2021-02-09 19:46:09.007321 UTC,agentsRM
